Industry,ERA species ID,CAAB code,Scientific_name,Common_name,IUCN system,Number,EPBC status,Seabird,Migratory listed,Marine listed,Cetacean listed,Bioregional_conservation_status,Type,Report_Table_Num,F Overall Risk,F Overall Risk table reference,Tentative final risk score,Tentative final risk score table reference,Risk Score,Potential_Impact,Potential_Impact_Significance,Consequence Score (1-6),Notes,EIA assessment,"Bookmark name in Tess' ""BASS STRAIT"" folder",,
GBEnergy: Golden Beach Geophysical and Geotechnical Investigations,,,Diomedea exulans,Wandering albatross,Terrestrial/Marine,,Vulnerable,Seabird,Listed,Listed,Not Listed for Cetacean,,Table 4.7 EPBC Act-Listed bird species that may occur in the EMBA,,,,,,,,,,,https://resources.vic.gov.au/__data/assets/pdf_file/0011/474455/GB-Energy-Golden-Beach-Geophysical-and-Geotechnical-Investigations-Environment-Plan-Summary.pdf,GB-Energy-Golden-Beach-EPSummary.pdf,,
GBEnergy: Golden Beach Geophysical and Geotechnical Investigations,,,Diomedea sanfordi,Northern royal albatross,Terrestrial/Marine,,Endangered,Seabird,Listed,Listed,Not Listed for Cetacean,,Table 4.7 EPBC Act-Listed bird species that may occur in the EMBA,,,,,,,,,,,https://resources.vic.gov.au/__data/assets/pdf_file/0011/474455/GB-Energy-Golden-Beach-Geophysical-and-Geotechnical-Investigations-Environment-Plan-Summary.pdf,GB-Energy-Golden-Beach-EPSummary.pdf,,
GBEnergy: Golden Beach Geophysical and Geotechnical Investigations,,,Phoebetria fusca,Sooty albatross,Terrestrial/Marine,,Vulnerable,Seabird,Listed,Listed,Not Listed for Cetacean,,Table 4.7 EPBC Act-Listed bird species that may occur in the EMBA,,,,,,,,,,,https://resources.vic.gov.au/__data/assets/pdf_file/0011/474455/GB-Energy-Golden-Beach-Geophysical-and-Geotechnical-Investigations-Environment-Plan-Summary.pdf,GB-Energy-Golden-Beach-EPSummary.pdf,,
GBEnergy: Golden Beach Geophysical and Geotechnical Investigations,,,Thalassarche bulleri,Buller's albatross,Terrestrial/Marine,,Vulnerable,Seabird,Listed,Listed,Not Listed for Cetacean,,Table 4.7 EPBC Act-Listed bird species that may occur in the EMBA,,,,,,,,,,,https://resources.vic.gov.au/__data/assets/pdf_file/0011/474455/GB-Energy-Golden-Beach-Geophysical-and-Geotechnical-Investigations-Environment-Plan-Summary.pdf,GB-Energy-Golden-Beach-EPSummary.pdf,,
GBEnergy: Golden Beach Geophysical and Geotechnical Investigations,,,Thalassarche bulleri platei,Northern buller?s albatross,Terrestrial/Marine,,Vulnerable,Seabird,Not Listed for Migratory,Listed,Not Listed for Cetacean,,Table 4.7 EPBC Act-Listed bird species that may occur in the EMBA,,,,,,,,,,,https://resources.vic.gov.au/__data/assets/pdf_file/0011/474455/GB-Energy-Golden-Beach-Geophysical-and-Geotechnical-Investigations-Environment-Plan-Summary.pdf,GB-Energy-Golden-Beach-EPSummary.pdf,,
GBEnergy: Golden Beach Geophysical and Geotechnical Investigations,,,Thalassarche cauta,Shy albatross,Terrestrial/Marine,,Endangered,Seabird,Listed,Listed,Not Listed for Cetacean,,Table 4.7 EPBC Act-Listed bird species that may occur in the EMBA,,,,,,,,,,,https://resources.vic.gov.au/__data/assets/pdf_file/0011/474455/GB-Energy-Golden-Beach-Geophysical-and-Geotechnical-Investigations-Environment-Plan-Summary.pdf,GB-Energy-Golden-Beach-EPSummary.pdf,,
GBEnergy: Golden Beach Geophysical and Geotechnical Investigations,,,Thalassarche steadi,White-capped albatross,Terrestrial/Marine,,Vulnerable,Seabird,Listed,Listed,Not Listed for Cetacean,,Table 4.7 EPBC Act-Listed bird species that may occur in the EMBA,,,,,,,,,,,https://resources.vic.gov.au/__data/assets/pdf_file/0011/474455/GB-Energy-Golden-Beach-Geophysical-and-Geotechnical-Investigations-Environment-Plan-Summary.pdf,GB-Energy-Golden-Beach-EPSummary.pdf,,
GBEnergy: Golden Beach Geophysical and Geotechnical Investigations,,,Thalassarche chrysostoma,Grey-headed albatross,Terrestrial/Marine,,Endangered,Seabird,Listed,Listed,Not Listed for Cetacean,,Table 4.7 EPBC Act-Listed bird species that may occur in the EMBA,,,,,,,,,,,https://resources.vic.gov.au/__data/assets/pdf_file/0011/474455/GB-Energy-Golden-Beach-Geophysical-and-Geotechnical-Investigations-Environment-Plan-Summary.pdf,GB-Energy-Golden-Beach-EPSummary.pdf,,
GBEnergy: Golden Beach Geophysical and Geotechnical Investigations,,,Thalassarche eremita,Chatham albatross,Terrestrial/Marine,,Endangered,Seabird,Listed,Listed,Not Listed for Cetacean,,Table 4.7 EPBC Act-Listed bird species that may occur in the EMBA,,,,,,,,,,,https://resources.vic.gov.au/__data/assets/pdf_file/0011/474455/GB-Energy-Golden-Beach-Geophysical-and-Geotechnical-Investigations-Environment-Plan-Summary.pdf,GB-Energy-Golden-Beach-EPSummary.pdf,,
GBEnergy: Golden Beach Geophysical and Geotechnical Investigations,,,Thalassarche impavida,Campbell albatross,Terrestrial/Marine,,Vulnerable,Seabird,Listed,Listed,Not Listed for Cetacean,,Table 4.7 EPBC Act-Listed bird species that may occur in the EMBA,,,,,,,,,,,https://resources.vic.gov.au/__data/assets/pdf_file/0011/474455/GB-Energy-Golden-Beach-Geophysical-and-Geotechnical-Investigations-Environment-Plan-Summary.pdf,GB-Energy-Golden-Beach-EPSummary.pdf,,
GBEnergy: Golden Beach Geophysical and Geotechnical Investigations,,,Thalassarche melanophris,Black-browed albatross,Terrestrial/Marine,,Vulnerable,Seabird,Listed,Listed,Not Listed for Cetacean,,Table 4.7 EPBC Act-Listed bird species that may occur in the EMBA,,,,,,,,,,,https://resources.vic.gov.au/__data/assets/pdf_file/0011/474455/GB-Energy-Golden-Beach-Geophysical-and-Geotechnical-Investigations-Environment-Plan-Summary.pdf,GB-Energy-Golden-Beach-EPSummary.pdf,,
GBEnergy: Golden Beach Geophysical and Geotechnical Investigations,,,Thalassarche salvini,Salvin's albatross,Terrestrial/Marine,,Vulnerable,Seabird,Listed,Listed,Not Listed for Cetacean,,Table 4.7 EPBC Act-Listed bird species that may occur in the EMBA,,,,,,,,,,,https://resources.vic.gov.au/__data/assets/pdf_file/0011/474455/GB-Energy-Golden-Beach-Geophysical-and-Geotechnical-Investigations-Environment-Plan-Summary.pdf,GB-Energy-Golden-Beach-EPSummary.pdf,,
GBEnergy: Golden Beach Geophysical and Geotechnical Investigations,,,Thalassarche bulleri platei,Pacific Albatross,Terrestrial/Marine,,Vulnerable,Seabird,Not Listed for Migratory,Listed,Not Listed for Cetacean,,Table 4.7 EPBC Act-Listed bird species that may occur in the EMBA,,,,,,,,,,,https://resources.vic.gov.au/__data/assets/pdf_file/0011/474455/GB-Energy-Golden-Beach-Geophysical-and-Geotechnical-Investigations-Environment-Plan-Summary.pdf,GB-Energy-Golden-Beach-EPSummary.pdf,,
GBEnergy: Golden Beach Geophysical and Geotechnical Investigations,,,Thalassarche steadi,White-capped albatross,Terrestrial/Marine,,Vulnerable,Seabird,Listed,Listed,Not Listed for Cetacean,,Table 4.7 EPBC Act-Listed bird species that may occur in the EMBA,,,,,,,,,,,https://resources.vic.gov.au/__data/assets/pdf_file/0011/474455/GB-Energy-Golden-Beach-Geophysical-and-Geotechnical-Investigations-Environment-Plan-Summary.pdf,GB-Energy-Golden-Beach-EPSummary.pdf,,
GBEnergy: Golden Beach Geophysical and Geotechnical Investigations,,,Fregetta grallaria,White-bellied Storm- Petrel (Tasman Sea),Terrestrial/Marine,,Listed,Seabird,Not Listed for Migratory,Listed,Not Listed for Cetacean,,Table 4.7 EPBC Act-Listed bird species that may occur in the EMBA,,,,,,,,,,,https://resources.vic.gov.au/__data/assets/pdf_file/0011/474455/GB-Energy-Golden-Beach-Geophysical-and-Geotechnical-Investigations-Environment-Plan-Summary.pdf,GB-Energy-Golden-Beach-EPSummary.pdf,,
GBEnergy: Golden Beach Geophysical and Geotechnical Investigations,,,Halobaena caerulea,Blue petrel,Terrestrial/Marine,,Vulnerable,Seabird,Not Listed for Migratory,Listed,Not Listed for Cetacean,,Table 4.7 EPBC Act-Listed bird species that may occur in the EMBA,,,,,,,,,,,https://resources.vic.gov.au/__data/assets/pdf_file/0011/474455/GB-Energy-Golden-Beach-Geophysical-and-Geotechnical-Investigations-Environment-Plan-Summary.pdf,GB-Energy-Golden-Beach-EPSummary.pdf,,
GBEnergy: Golden Beach Geophysical and Geotechnical Investigations,,,Macronectes giganteus,Southern giant-petrel,Terrestrial/Marine,,Endangered,Seabird,Listed,Listed,Not Listed for Cetacean,,Table 4.7 EPBC Act-Listed bird species that may occur in the EMBA,,,,,,,,,,,https://resources.vic.gov.au/__data/assets/pdf_file/0011/474455/GB-Energy-Golden-Beach-Geophysical-and-Geotechnical-Investigations-Environment-Plan-Summary.pdf,GB-Energy-Golden-Beach-EPSummary.pdf,,
GBEnergy: Golden Beach Geophysical and Geotechnical Investigations,,,Macronectes halli,Northern giant-petrel,Terrestrial/Marine,,Vulnerable,Seabird,Listed,Listed,Not Listed for Cetacean,,Table 4.7 EPBC Act-Listed bird species that may occur in the EMBA,,,,,,,,,,,https://resources.vic.gov.au/__data/assets/pdf_file/0011/474455/GB-Energy-Golden-Beach-Geophysical-and-Geotechnical-Investigations-Environment-Plan-Summary.pdf,GB-Energy-Golden-Beach-EPSummary.pdf,,
GBEnergy: Golden Beach Geophysical and Geotechnical Investigations,,,Pterodroma leucoptera,Gould's petrel,Terrestrial/Marine,,Listed,Seabird,Not Listed for Migratory,Listed,Not Listed for Cetacean,,Table 4.7 EPBC Act-Listed bird species that may occur in the EMBA,,,,,,,,,,,https://resources.vic.gov.au/__data/assets/pdf_file/0011/474455/GB-Energy-Golden-Beach-Geophysical-and-Geotechnical-Investigations-Environment-Plan-Summary.pdf,GB-Energy-Golden-Beach-EPSummary.pdf,,
GBEnergy: Golden Beach Geophysical and Geotechnical Investigations,,,Ardenna carneipes,Flesh-footed shearwater,Marine,,Listed,Seabird,Listed,Listed,Not Listed for Cetacean,,Table 4.7 EPBC Act-Listed bird species that may occur in the EMBA,,,,,,,,,,,https://resources.vic.gov.au/__data/assets/pdf_file/0011/474455/GB-Energy-Golden-Beach-Geophysical-and-Geotechnical-Investigations-Environment-Plan-Summary.pdf,GB-Energy-Golden-Beach-EPSummary.pdf,,
GBEnergy: Golden Beach Geophysical and Geotechnical Investigations,,,Stercorarius antarcticus,Great Skua,Terrestrial/Marine,,Listed,Seabird,Not Listed for Migratory,Listed,Not Listed for Cetacean,,Table 4.7 EPBC Act-Listed bird species that may occur in the EMBA,,,,,,,,,,,https://resources.vic.gov.au/__data/assets/pdf_file/0011/474455/GB-Energy-Golden-Beach-Geophysical-and-Geotechnical-Investigations-Environment-Plan-Summary.pdf,GB-Energy-Golden-Beach-EPSummary.pdf,,
GBEnergy: Golden Beach Geophysical and Geotechnical Investigations,,,Haliaeetus leucogaster,White-bellied Sea- Eagle,Terrestrial/Freshwater/Marine,,Listed,Seabird,Not Listed for Migratory,Listed,Not Listed for Cetacean,,Table 4.7 EPBC Act-Listed bird species that may occur in the EMBA,,,,,,,,,,,https://resources.vic.gov.au/__data/assets/pdf_file/0011/474455/GB-Energy-Golden-Beach-Geophysical-and-Geotechnical-Investigations-Environment-Plan-Summary.pdf,GB-Energy-Golden-Beach-EPSummary.pdf,,
GBEnergy: Golden Beach Geophysical and Geotechnical Investigations,,,Pachyptila turtur subantarctica,Fairy prion (southern),Terrestrial/Marine,,Vulnerable,Seabird,Not Listed for Migratory,Not Listed for Marine,Not Listed for Cetacean,,Table 4.7 EPBC Act-Listed bird species that may occur in the EMBA,,,,,,,,,,,https://resources.vic.gov.au/__data/assets/pdf_file/0011/474455/GB-Energy-Golden-Beach-Geophysical-and-Geotechnical-Investigations-Environment-Plan-Summary.pdf,GB-Energy-Golden-Beach-EPSummary.pdf,,
GBEnergy: Golden Beach Geophysical and Geotechnical Investigations,,,Pandion haliaetus,Osprey,Terrestrial/Freshwater/Marine,,Listed,Seabird,Listed,Listed,Not Listed for Cetacean,,Table 4.7 EPBC Act-Listed bird species that may occur in the EMBA,,,,,,,,,,,https://resources.vic.gov.au/__data/assets/pdf_file/0011/474455/GB-Energy-Golden-Beach-Geophysical-and-Geotechnical-Investigations-Environment-Plan-Summary.pdf,GB-Energy-Golden-Beach-EPSummary.pdf,,
GBEnergy: Golden Beach Geophysical and Geotechnical Investigations,,,Actitis hypoleucos,Common sandpiper,Terrestrial/Freshwater/Marine,,Listed,Seabird,Listed,Listed,Not Listed for Cetacean,,Table 4.7 EPBC Act-Listed bird species that may occur in the EMBA,,,,,,,,,,,https://resources.vic.gov.au/__data/assets/pdf_file/0011/474455/GB-Energy-Golden-Beach-Geophysical-and-Geotechnical-Investigations-Environment-Plan-Summary.pdf,GB-Energy-Golden-Beach-EPSummary.pdf,,
GBEnergy: Golden Beach Geophysical and Geotechnical Investigations,,,Ardea alba,Great egret,Terrestrial/Freshwater/Marine,,Listed,Seabird,Not Listed for Migratory,Listed - overfly marine area,Not Listed for Cetacean,,Table 4.7 EPBC Act-Listed bird species that may occur in the EMBA,,,,,,,,,,,https://resources.vic.gov.au/__data/assets/pdf_file/0011/474455/GB-Energy-Golden-Beach-Geophysical-and-Geotechnical-Investigations-Environment-Plan-Summary.pdf,GB-Energy-Golden-Beach-EPSummary.pdf,,
GBEnergy: Golden Beach Geophysical and Geotechnical Investigations,,,Bubulcus ibis,Cattle egret,Terrestrial,,Listed,Not seabird,Not Listed for Migratory,Listed - overfly marine area,Not Listed for Cetacean,,Table 4.7 EPBC Act-Listed bird species that may occur in the EMBA,,,,,,,,,,,https://resources.vic.gov.au/__data/assets/pdf_file/0011/474455/GB-Energy-Golden-Beach-Geophysical-and-Geotechnical-Investigations-Environment-Plan-Summary.pdf,GB-Energy-Golden-Beach-EPSummary.pdf,,
GBEnergy: Golden Beach Geophysical and Geotechnical Investigations,,,Arenaria interpres,Ruddy turnstone,Terrestrial/Freshwater/Marine,,Listed,Seabird,Listed,Listed,Not Listed for Cetacean,,Table 4.7 EPBC Act-Listed bird species that may occur in the EMBA,,,,,,,,,,,https://resources.vic.gov.au/__data/assets/pdf_file/0011/474455/GB-Energy-Golden-Beach-Geophysical-and-Geotechnical-Investigations-Environment-Plan-Summary.pdf,GB-Energy-Golden-Beach-EPSummary.pdf,,
GBEnergy: Golden Beach Geophysical and Geotechnical Investigations,,,Botaurus poiciloptilus,Australian bittern,Freshwater/Marine,,Endangered,Seabird,Not Listed for Migratory,Not Listed for Marine,Not Listed for Cetacean,,Table 4.7 EPBC Act-Listed bird species that may occur in the EMBA,,,,,,,,,,,https://resources.vic.gov.au/__data/assets/pdf_file/0011/474455/GB-Energy-Golden-Beach-Geophysical-and-Geotechnical-Investigations-Environment-Plan-Summary.pdf,GB-Energy-Golden-Beach-EPSummary.pdf,,
GBEnergy: Golden Beach Geophysical and Geotechnical Investigations,,,Calidris acuminata,Sharp-tailed sandpiper,Terrestrial/Freshwater/Marine,,Listed,Seabird,Listed,Listed,Not Listed for Cetacean,,Table 4.7 EPBC Act-Listed bird species that may occur in the EMBA,,,,,,,,,,,https://resources.vic.gov.au/__data/assets/pdf_file/0011/474455/GB-Energy-Golden-Beach-Geophysical-and-Geotechnical-Investigations-Environment-Plan-Summary.pdf,GB-Energy-Golden-Beach-EPSummary.pdf,,
GBEnergy: Golden Beach Geophysical and Geotechnical Investigations,,,Calidris canutus,Red knot,Terrestrial/Freshwater/Marine,,Endangered,Seabird,Listed,Listed - overfly marine area,Not Listed for Cetacean,,Table 4.7 EPBC Act-Listed bird species that may occur in the EMBA,,,,,,,,,,,https://resources.vic.gov.au/__data/assets/pdf_file/0011/474455/GB-Energy-Golden-Beach-Geophysical-and-Geotechnical-Investigations-Environment-Plan-Summary.pdf,GB-Energy-Golden-Beach-EPSummary.pdf,,
GBEnergy: Golden Beach Geophysical and Geotechnical Investigations,,,Calidris ferruginea,Curlew sandpiper,Terrestrial/Freshwater/Marine,,Critically Endangered,Seabird,Listed,Listed - overfly marine area,Not Listed for Cetacean,,Table 4.7 EPBC Act-Listed bird species that may occur in the EMBA,,,,,,,,,,,https://resources.vic.gov.au/__data/assets/pdf_file/0011/474455/GB-Energy-Golden-Beach-Geophysical-and-Geotechnical-Investigations-Environment-Plan-Summary.pdf,GB-Energy-Golden-Beach-EPSummary.pdf,,
GBEnergy: Golden Beach Geophysical and Geotechnical Investigations,,,Calidris melanotos,Pectoral sandpiper,Terrestrial/Freshwater/Marine,,Listed,Seabird,Listed,Listed - overfly marine area,Not Listed for Cetacean,,Table 4.7 EPBC Act-Listed bird species that may occur in the EMBA,,,,,,,,,,,https://resources.vic.gov.au/__data/assets/pdf_file/0011/474455/GB-Energy-Golden-Beach-Geophysical-and-Geotechnical-Investigations-Environment-Plan-Summary.pdf,GB-Energy-Golden-Beach-EPSummary.pdf,,
GBEnergy: Golden Beach Geophysical and Geotechnical Investigations,,,Calidris ruficollis,Red-necked stint,Terrestrial/Marine,,Listed,Seabird,Listed,Listed - overfly marine area,Not Listed for Cetacean,,Table 4.7 EPBC Act-Listed bird species that may occur in the EMBA,,,,,,,,,,,https://resources.vic.gov.au/__data/assets/pdf_file/0011/474455/GB-Energy-Golden-Beach-Geophysical-and-Geotechnical-Investigations-Environment-Plan-Summary.pdf,GB-Energy-Golden-Beach-EPSummary.pdf,,
GBEnergy: Golden Beach Geophysical and Geotechnical Investigations,,,Charadrius bicinctus,Double-banded plover,Terrestrial/Freshwater/Marine,,Listed,Seabird,Listed as Charadriidae,Listed - overfly marine area,Not Listed for Cetacean,,Table 4.7 EPBC Act-Listed bird species that may occur in the EMBA,,,,,,,,,,,https://resources.vic.gov.au/__data/assets/pdf_file/0011/474455/GB-Energy-Golden-Beach-Geophysical-and-Geotechnical-Investigations-Environment-Plan-Summary.pdf,GB-Energy-Golden-Beach-EPSummary.pdf,,
GBEnergy: Golden Beach Geophysical and Geotechnical Investigations,,,Charadrius leschenaultii,Greater sand plover,Terrestrial/Freshwater/Marine,,Vulnerable,Seabird,Listed,Listed,Not Listed for Cetacean,,Table 4.7 EPBC Act-Listed bird species that may occur in the EMBA,,,,,,,,,,,https://resources.vic.gov.au/__data/assets/pdf_file/0011/474455/GB-Energy-Golden-Beach-Geophysical-and-Geotechnical-Investigations-Environment-Plan-Summary.pdf,GB-Energy-Golden-Beach-EPSummary.pdf,,
GBEnergy: Golden Beach Geophysical and Geotechnical Investigations,,,Charadrius mongolus,Lesser sand plover,Terrestrial/Freshwater/Marine,,Endangered,Seabird,Listed,Listed,Not Listed for Cetacean,,Table 4.7 EPBC Act-Listed bird species that may occur in the EMBA,,,,,,,,,,,https://resources.vic.gov.au/__data/assets/pdf_file/0011/474455/GB-Energy-Golden-Beach-Geophysical-and-Geotechnical-Investigations-Environment-Plan-Summary.pdf,GB-Energy-Golden-Beach-EPSummary.pdf,,
GBEnergy: Golden Beach Geophysical and Geotechnical Investigations,,,Charadrius ruficapillus,Red-capped plover,Terrestrial/Freshwater/Marine,,Listed,Seabird,Not Listed for Migratory,Listed - overfly marine area,Not Listed for Cetacean,,Table 4.7 EPBC Act-Listed bird species that may occur in the EMBA,,,,,,,,,,,https://resources.vic.gov.au/__data/assets/pdf_file/0011/474455/GB-Energy-Golden-Beach-Geophysical-and-Geotechnical-Investigations-Environment-Plan-Summary.pdf,GB-Energy-Golden-Beach-EPSummary.pdf,,
GBEnergy: Golden Beach Geophysical and Geotechnical Investigations,,,Gallinago hardwickii,Latham's snipe,Terrestrial/Freshwater,,Listed,Not seabird,Listed,Listed - overfly marine area,Not Listed for Cetacean,,Table 4.7 EPBC Act-Listed bird species that may occur in the EMBA,,,,,,,,,,,https://resources.vic.gov.au/__data/assets/pdf_file/0011/474455/GB-Energy-Golden-Beach-Geophysical-and-Geotechnical-Investigations-Environment-Plan-Summary.pdf,GB-Energy-Golden-Beach-EPSummary.pdf,,
GBEnergy: Golden Beach Geophysical and Geotechnical Investigations,,,Gallinago megala,Swinhoe's snipe,Terrestrial/Freshwater,,Listed,Not seabird,Listed,Listed - overfly marine area,Not Listed for Cetacean,,Table 4.7 EPBC Act-Listed bird species that may occur in the EMBA,,,,,,,,,,,https://resources.vic.gov.au/__data/assets/pdf_file/0011/474455/GB-Energy-Golden-Beach-Geophysical-and-Geotechnical-Investigations-Environment-Plan-Summary.pdf,GB-Energy-Golden-Beach-EPSummary.pdf,,
GBEnergy: Golden Beach Geophysical and Geotechnical Investigations,,,Gallinago stenura,Pin-tailed snipe,Terrestrial/Freshwater,,Listed,Not seabird,Listed,Listed - overfly marine area,Not Listed for Cetacean,,Table 4.7 EPBC Act-Listed bird species that may occur in the EMBA,,,,,,,,,,,https://resources.vic.gov.au/__data/assets/pdf_file/0011/474455/GB-Energy-Golden-Beach-Geophysical-and-Geotechnical-Investigations-Environment-Plan-Summary.pdf,GB-Energy-Golden-Beach-EPSummary.pdf,,
